system,classifier config id,classifier config label,start time,end time,system operative,reason for non operative,Alnus,Alnus normalized count,Betula,Betula normalized count,Carpinus,Carpinus normalized count,Corylus,Corylus normalized count,Cupressus,Cupressus normalized count,Fagus,Fagus normalized count,Fraxinus,Fraxinus normalized count,Pinaceae,Pinaceae normalized count,Platanus,Platanus normalized count,Poaceae,Poaceae normalized count,Populus,Populus normalized count,Quercus,Quercus normalized count,Water,Water normalized count,Taxus,Taxus normalized count,Ulmus,Ulmus normalized count,---,--- normalized count
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 18:30:00 UTC,16.07.25 19:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 19:30:00 UTC,16.07.25 20:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 20:30:00 UTC,16.07.25 21:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 21:30:00 UTC,16.07.25 22:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 22:30:00 UTC,16.07.25 23:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,16.07.25 23:30:00 UTC,17.07.25 00:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 00:30:00 UTC,17.07.25 01:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 01:30:00 UTC,17.07.25 02:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 02:30:00 UTC,17.07.25 03:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 03:30:00 UTC,17.07.25 04:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 04:30:00 UTC,17.07.25 05:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 05:30:00 UTC,17.07.25 06:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 06:30:00 UTC,17.07.25 07:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 07:30:00 UTC,17.07.25 08:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.90685833333333,417.37646,0,0,0,0,5405.672545833334,12973.61411
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 08:30:00 UTC,17.07.25 09:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.083333333333336,65
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 09:30:00 UTC,17.07.25 10:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,54.583333333333336,131
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 10:30:00 UTC,17.07.25 11:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.386604166666666,36.92785,0,0,0,0,727.688,1746.4512
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 11:30:00 UTC,17.07.25 12:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,4.583333333333334,11,0,0,0,0,4115.999945833333,9878.39987
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 12:30:00 UTC,17.07.25 13:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.036095833333334,52.886630000000004,0,0,0,0,1919.4767124999998,4606.74411
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 13:30:00 UTC,17.07.25 14:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,35.509079166666666,85.22179,0,0,0,0,8933.993629166667,21441.58471
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 14:30:00 UTC,17.07.25 15:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,18.508179166666668,44.41963,0,0,0,0,17430.046083333335,41832.1106
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 15:30:00 UTC,17.07.25 16:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0.8333333333333334,2,13.520416666666666,32.449,0,0,0,0,6066.743137500001,14560.18353
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 16:30:00 UTC,17.07.25 17:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0.4166666666666667,1,2.916666666666667,7,0,0,0,0,1.6732250000000002,4.01574,1.25,3,0,0,2414.1479833333337,5793.95516
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 17:30:00 UTC,17.07.25 18:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,2.916666666666667,7,0.4166666666666667,1,0.8333333333333334,2,5,12,0.8333333333333334,2,0,0,526.6666666666667,1264
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 18:30:00 UTC,17.07.25 19:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,1.6666666666666667,4,0,0,0,0,0,0,0,0,0.4166666666666667,1,304.1666666666667,730
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 19:30:00 UTC,17.07.25 20:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,1.6666666666666667,4,0,0,0,0,0.4166666666666667,1,0,0,0,0,160.41666666666669,385
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 20:30:00 UTC,17.07.25 21:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0.4166666666666667,1,0,0,0,0,0,0,129.16666666666669,310
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 21:30:00 UTC,17.07.25 22:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.91666666666669,439
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 22:30:00 UTC,17.07.25 23:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0.8333333333333334,2,0,0,306.25,735
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,17.07.25 23:30:00 UTC,18.07.25 00:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,132.08333333333334,317
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 00:30:00 UTC,18.07.25 01:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,10,0,0,0,0,62.5,150
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 01:30:00 UTC,18.07.25 02:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,36.25,87
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 02:30:00 UTC,18.07.25 03:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,57.91666666666667,139
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 03:30:00 UTC,18.07.25 04:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,91.25,219
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 04:30:00 UTC,18.07.25 05:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0,0,127.08333333333334,305
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 05:30:00 UTC,18.07.25 06:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,140.41666666666669,337
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 06:30:00 UTC,18.07.25 07:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,191.66666666666669,460
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 07:30:00 UTC,18.07.25 08:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.6666666666667,1348
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 08:30:00 UTC,18.07.25 09:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,135.83333333333334,326
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 09:30:00 UTC,18.07.25 10:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0.4166666666666667,1,0,0,0.4166666666666667,1,0,0,92.5,222
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 10:30:00 UTC,18.07.25 11:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,87.91666666666667,211
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 11:30:00 UTC,18.07.25 12:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,0.4166666666666667,1,0.4166666666666667,1,0,0,0,0,0,0,177.08333333333334,425
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 12:30:00 UTC,18.07.25 13:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,4.166666666666667,10,0,0,0.4166666666666667,1,0,0,0.8333333333333334,2,0,0,392.9166666666667,943
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 13:30:00 UTC,18.07.25 14:30:00 UTC,Yes,,0.4166666666666667,1,1.25,3,0,0,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,3.3333333333333335,8,0,0,0.8333333333333334,2,6.25,15,2.0833333333333335,5,0,0,682.0833333333334,1637
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 14:30:00 UTC,18.07.25 15:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,1.25,3,0,0,0,0,0.4166666666666667,1,0,0,4.583333333333334,11,0,0,0.8333333333333334,2,0.8333333333333334,2,0,0,0.4166666666666667,1,625.4166666666667,1501
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 15:30:00 UTC,18.07.25 16:30:00 UTC,Yes,,0.4166666666666667,1,1.25,3,0,0,0.4166666666666667,1,2.916666666666667,7,0,0,0.4166666666666667,1,0.4166666666666667,1,0,0,15.833333333333334,38,1.25,3,2.0833333333333335,5,2.5,6,1.6666666666666667,4,0,0,931.6666666666667,2236
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 16:30:00 UTC,18.07.25 17:30:00 UTC,Yes,,0,0,2.0833333333333335,5,0,0,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,13.333333333333334,32,0.8333333333333334,2,3.3333333333333335,8,5,12,2.0833333333333335,5,0.4166666666666667,1,953.3333333333334,2288
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 17:30:00 UTC,18.07.25 18:30:00 UTC,Yes,,0,0,2.0833333333333335,5,0,0,0,0,0,0,0,0,0.8333333333333334,2,0,0,0,0,10.416666666666668,25,0.8333333333333334,2,1.6666666666666667,4,0.4166666666666667,1,1.25,3,0,0,731.25,1755
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 18:30:00 UTC,18.07.25 19:30:00 UTC,Yes,,0,0,1.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,0.4166666666666667,1,0.8333333333333334,2,0,0,0.4166666666666667,1,0.4166666666666667,1,779.1666666666667,1870
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 19:30:00 UTC,18.07.25 20:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,2.0833333333333335,5,0,0,1.25,3,1.6666666666666667,4,1.25,3,0,0,1594.5833333333335,3827
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 20:30:00 UTC,18.07.25 21:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6,0,0,0.8333333333333334,2,0,0,983.75,2361
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 21:30:00 UTC,18.07.25 22:30:00 UTC,Yes,,0,0,1.25,3,0,0,0,0,1.6666666666666667,4,0,0,0,0,0,0,0,0,0.8333333333333334,2,0.4166666666666667,1,0.4166666666666667,1,0,0,0,0,0,0,275.83333333333337,662
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 22:30:00 UTC,18.07.25 23:30:00 UTC,Yes,,0,0,1.25,3,0,0,0,0,4.166666666666667,10,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,2.0833333333333335,5,0,0,0.4166666666666667,1,0,0,584.5833333333334,1403
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,18.07.25 23:30:00 UTC,19.07.25 00:30:00 UTC,Yes,,0.4166666666666667,1,0.8333333333333334,2,0,0,0,0,7.083333333333334,17,0,0,0,0,0,0,0,0,0.4166666666666667,1,1.25,3,4.583333333333334,11,0.8333333333333334,2,0.8333333333333334,2,0,0,1248.3333333333335,2996
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 00:30:00 UTC,19.07.25 01:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,5,12,0.4166666666666667,1,0,0,0,0,0,0,0.4166666666666667,1,0.8333333333333334,2,2.5,6,0.4166666666666667,1,1.25,3,0,0,1110,2664
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 01:30:00 UTC,19.07.25 02:30:00 UTC,Yes,,0,0,2.0833333333333335,5,0,0,0,0,2.916666666666667,7,0,0,0.4166666666666667,1,0,0,0,0,0.4166666666666667,1,0,0,1.25,3,1.25,3,1.6666666666666667,4,0,0,1120.4166666666667,2689
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 02:30:00 UTC,19.07.25 03:30:00 UTC,Yes,,0,0,1.6666666666666667,4,0,0,0,0,3.75,9,0,0,0,0,0,0,0,0,0.4166666666666667,1,0.4166666666666667,1,2.5,6,0.4166666666666667,1,1.6666666666666667,4,0,0,1202.9166666666667,2887
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 03:30:00 UTC,19.07.25 04:30:00 UTC,Yes,,0,0,2.5,6,0,0,0.4166666666666667,1,3.75,9,0,0,0,0,0.8333333333333334,2,0,0,1.25,3,0.8333333333333334,2,2.0833333333333335,5,0,0,0.4166666666666667,1,0,0,1524.5833333333335,3659
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 04:30:00 UTC,19.07.25 05:30:00 UTC,Yes,,0,0,3.3333333333333335,8,0.4166666666666667,1,0,0,3.75,9,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,3.3333333333333335,8,0.8333333333333334,2,2.5,6,0,0,2356.666666666667,5656
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 05:30:00 UTC,19.07.25 06:30:00 UTC,Yes,,0,0,2.916666666666667,7,0,0,0,0,4.583333333333334,11,0,0,0,0,0,0,0,0,1.25,3,1.6666666666666667,4,2.5,6,0.4166666666666667,1,2.0833333333333335,5,0,0,2320.8333333333335,5570
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 06:30:00 UTC,19.07.25 07:30:00 UTC,Yes,,0,0,1.25,3,0,0,0,0,0.8333333333333334,2,0,0,0,0,0,0,0,0,0.4166666666666667,1,1.25,3,3.3333333333333335,8,0.8333333333333334,2,1.25,3,0.4166666666666667,1,2336.666666666667,5608
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 07:30:00 UTC,19.07.25 08:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,2.916666666666667,7,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,4,2.0833333333333335,5,0.8333333333333334,2,0.8333333333333334,2,0,0,2771.666666666667,6652
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 08:30:00 UTC,19.07.25 09:30:00 UTC,Yes,,0,0,2.5,6,0,0,0,0,6.25,15,0,0,0,0,0.4166666666666667,1,0,0,2.0833333333333335,5,2.0833333333333335,5,2.0833333333333335,5,0.8333333333333334,2,0.4166666666666667,1,0,0,3180.416666666667,7633
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 09:30:00 UTC,19.07.25 10:30:00 UTC,Yes,,0.4166666666666667,1,2.0833333333333335,5,0,0,0.4166666666666667,1,4.583333333333334,11,0,0,0,0,0,0,0.4166666666666667,1,2.5,6,1.25,3,2.916666666666667,7,0.8333333333333334,2,3.3333333333333335,8,0,0,3081.666666666667,7396
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 10:30:00 UTC,19.07.25 11:30:00 UTC,Yes,,0,0,1.6666666666666667,4,0,0,0.8333333333333334,2,4.583333333333334,11,0,0,0,0,0.4166666666666667,1,0,0,2.5,6,2.0833333333333335,5,4.583333333333334,11,20.416666666666668,49,0.4166666666666667,1,0,0,2762.5,6630
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 11:30:00 UTC,19.07.25 12:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,1,0.52545,1.26108,0.4183,1.00392,70.25296250000001,168.60711,0.4166666666666667,1,0,0,9109.168004166666,21862.00321
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 12:30:00 UTC,19.07.25 13:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.037191666666665,45.68926,0,0,0,0,7019.441583333334,16846.6598
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 13:30:00 UTC,19.07.25 14:30:00 UTC,Yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.939275,28.65426,0,0,0,0,9977.7435625,23946.58455
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 14:30:00 UTC,19.07.25 15:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,1.25,3,0,0,0,0,0,0,0,0,0.4166666666666667,1,0.8333333333333334,2,0.4166666666666667,1,0,0,0.8333333333333334,2,0,0,296.25,711
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 15:30:00 UTC,19.07.25 16:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,11.25,27,0,0,0,0,0,0,0,0,1.25,3,2.0833333333333335,5,0.4166666666666667,1,0.4166666666666667,1,0.8333333333333334,2,0,0,808.3333333333334,1940
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 16:30:00 UTC,19.07.25 17:30:00 UTC,Yes,,0,0,2.0833333333333335,5,0,0,0,0,7.5,18,0,0,0,0,0,0,0.4166666666666667,1,0,0,2.916666666666667,7,3.3333333333333335,8,0.8333333333333334,2,2.916666666666667,7,0,0,1030.8333333333335,2474
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 17:30:00 UTC,19.07.25 18:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,2.0833333333333335,5,0,0,0,0,0,0,0.4166666666666667,1,0,0,1.25,3,1.25,3,5.833333333333334,14,0,0,0,0,656.25,1575
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 18:30:00 UTC,19.07.25 19:30:00 UTC,Yes,,0,0,0.4166666666666667,1,0,0,0,0,1.6666666666666667,4,0,0,0,0,0,0,0.8333333333333334,2,0.4166666666666667,1,0.4166666666666667,1,1.25,3,1.6666666666666667,4,0,0,0,0,439.58333333333337,1055
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 19:30:00 UTC,19.07.25 20:30:00 UTC,Yes,,0,0,2.5,6,0,0,0,0,2.0833333333333335,5,0,0,0,0,0,0,0,0,0.4166666666666667,1,0,0,0.4166666666666667,1,1.6666666666666667,4,0.8333333333333334,2,0,0,597.0833333333334,1433
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 20:30:00 UTC,19.07.25 21:30:00 UTC,Yes,,0,0,0.8333333333333334,2,0,0,0,0,3.3333333333333335,8,0,0,0,0,0,0,0.8333333333333334,2,0,0,1.6666666666666667,4,1.25,3,0.8333333333333334,2,2.916666666666667,7,0,0,980.8333333333334,2354
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 21:30:00 UTC,19.07.25 22:30:00 UTC,Yes,,0,0,3.3333333333333335,8,0,0,0,0,7.916666666666667,19,0,0,0,0,0,0,0,0,0.4166666666666667,1,1.6666666666666667,4,6.666666666666667,16,0.4166666666666667,1,2.5,6,0,0,1820,4368
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 22:30:00 UTC,19.07.25 23:30:00 UTC,Yes,,0,0,3.75,9,0,0,0,0,9.166666666666668,22,0,0,0,0,0,0,0,0,0.4166666666666667,1,0.4166666666666667,1,3.75,9,0,0,1.25,3,0,0,1562.0833333333335,3749
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,19.07.25 23:30:00 UTC,20.07.25 00:30:00 UTC,Yes,,0,0,2.5,6,0,0,0,0,4.166666666666667,10,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,2,2.5,6,0.8333333333333334,2,2.5,6,0,0,936.25,2247
poleno-33,babd171c-3dd6-4d11-9a78-8f63cff25c73,2025Q2_Gamma,20.07.25 00:30:00 UTC,20.07.25 01:30:00 UTC,Yes,,0,0,2.916666666666667,7,0,0,0,0,6.666666666666667,16,0,0,0,0,0.4166666666666667,1,0,0,0.4166666666666667,1,2.5,6,3.3333333333333335,8,0.8333333333333334,2,1.25,3,0,0,1157.5,2778
